supermercado,provincia,localidad,direccion,latitude,longitude
Carrefour Express,Buenos Aires,Quilmes,12 de Octubre 520,-34.7297779,-58.26386
Carrefour Express,Buenos Aires,Valentín Alsina,Pres. Tte. Gral. J. D. Perón 2640,-34.6719714,-58.4130153
Carrefour Express,Buenos Aires,Lomas de Zamora,Av. Eva Perón 5492,-34.7791022,-58.3952988
Carrefour Express,Buenos Aires,Wilde,Av. Mitre 6328,-34.7040646,-58.3168778
Carrefour Express,Buenos Aires,Lanús,29 de Septiembre 1880,-34.7063814,-58.3898481
Carrefour Express,Buenos Aires,Moreno,Bvard. A. Alcorta 2854,-34.6396556,-58.7898326
Carrefour Express,Buenos Aires,Isidro Casanova,Juan Manuel de Rosas 6956,-34.7043717,-58.5828646
Carrefour Express,Buenos Aires,San Miguel,Fraga 1629,-34.5305972,-58.7328194
Carrefour Hipermercado,Buenos Aires,Martín Coronado,Av. Pdte. J. D. Perón 7055,-34.5889657,-58.5906699
Carrefour Express,Buenos Aires,Villa Bosch,El Payador 5550,-34.5889957,-58.5731148
Carrefour Express,Buenos Aires,Gregorio de Laferrere,Av. Honorio Luque 6101,-34.7497091,-58.5914619
Carrefour Express,Buenos Aires,Hurlingham,Jauretche 1125,-34.5880228,-58.6308345
Carrefour Express,Buenos Aires,Ramos Mejía,9 de Julio 46,-34.6397924,-58.5652837
Carrefour Express,Buenos Aires,Merlo,Echeverri 943,-34.6604988,-58.7321695
Carrefour Express,Buenos Aires,Ramos Mejía,Av. de Mayo 1832,-34.6596053,-58.5620267
Carrefour Express,Buenos Aires,Villa Celina,Chilavert 1912,-34.6911139,-58.4817515
Carrefour Express,Buenos Aires,La Matanza,Dr. Enrique Simón Pérez 4566,-34.7959114,-58.6167069
Carrefour Express,Buenos Aires,Palomar,Misiones 6572,-34.6153167,-58.5846902
Carrefour Express,Buenos Aires,Merlo,Avenida Eva Perón 4215,-34.6817951,-58.6781778
Carrefour Hipermercado,Santa Cruz,Río Gallegos,Paseo de los Arrieros 1098,-51.6268852,-69.105804
Carrefour Express,Buenos Aires,La Matanza,Av. Crovara 875,-34.6790765,-58.5099292
Carrefour Express,Buenos Aires,Tapiales,Boulogne Sur Mer 1398,-34.7042924,-58.4938071
Carrefour Express,Buenos Aires,San Antonio de Padua,Alejandro Sullivan 1597,-34.6553887,-58.7127774
Carrefour Express,Buenos Aires,La Matanza,Av. Carlos Casares 642,-34.6977246,-58.6255213
Carrefour Express,Buenos Aires,Paso del Rey,Salvador María del Carril 49,-34.6572474,-58.7629154
Carrefour Express,Buenos Aires,San Antonio de Padua,Av. Pdte. J. D. Perón 23866,-34.6674521,-58.6986561
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. San Juan 1374,-34.6224672,-58.3853874
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,La Rioja 2040,-34.6351829,-58.4057425
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. Belgrano 1562,-34.6136951,-58.3883711
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. Caseros 2423,-34.6353343,-58.396381
Carrefour Hipermercado,Buenos Aires,Florencio Varela,Av. Gral. José de San Martín 554,-34.8044384,-58.2783224
Carrefour Market,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. Córdoba 1631,-34.5993695,-58.3903233
Carrefour Market,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. Montes de Oca 970,-34.6393599,-58.3743284
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Pedro Lozano 3150,-34.6009908,-58.4945115
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Charcas 3940,-34.5866246,-58.4193176
Carrefour Express,Buenos Aires,Grand Bourg,Fco. Seguí 1519,-34.4885224,-58.7265324
Carrefour Express,Buenos Aires,Berazategui,Avenida 14 5072,-34.7527744,-58.1916686
Carrefour Express,Buenos Aires,Ezeiza,José Hernández 130,-34.8546446,-58.5208721
Carrefour Express,Buenos Aires,Merlo,Av. Juan Domingo Perón 25694,-34.6602803,-58.7537724
Carrefour Express,Buenos Aires,Gregorio de Laferrere,Luro 6329,-34.7516599,-58.5834443
Carrefour Express,Buenos Aires,La Matanza,Av. Cristianía 1832,-34.6973663,-58.6014405
Carrefour Hipermercado,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. Álvarez Jonte 6383,-34.6331405,-58.5206013
Carrefour Hipermercado,Córdoba,Córdoba,Recta Martinolli 7850,-31.3573551,-64.2422028
Carrefour Maxi,Jujuy,Jujuy,Colectora Ejército del Norte 1545,-24.2215739,-64.835172
Carrefour Maxi,Buenos Aires,San Vicente,Av. Presidente Perón 2702,-34.9623695,-58.3921037
Carrefour Maxi,Córdoba,Córdoba,Cacheuta 4483,-31.4609877,-64.2157091
Carrefour Maxi,Buenos Aires,Pilar,Ruta 25 6500,-34.4490706,-58.9057748
Carrefour Maxi,Chaco,Resistencia,Ruta 11 y Av. Alvear,-27.6048829,-59.1932003
Carrefour Maxi,Mendoza,Mendoza,Balcarce 141,-32.9189449,-68.8361243
Carrefour Maxi,Buenos Aires,Bella Vista,Avenida Pres. Arturo Illia 179,-34.5684085,-58.6894883
Carrefour Maxi,Capital Federal,Boedo,Av. San Juan 3330,-34.6251424,-58.4125801
Carrefour Hipermercado,Buenos Aires,Tigre,Santa María de las Conchas 4500,-34.4081109,-58.6181016
Carrefour Market,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. Díaz Vélez,-34.608642,-58.4365582
Carrefour Market,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. Rivadavia 3221,-34.6104448,-58.412065
Carrefour Express,Buenos Aires,Pilar,Ramírez 43,-34.4550242,-58.9099301
Carrefour Market,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. Fco. Beiró 5204,-34.6095579,-58.3887904
Carrefour Market,Buenos Aires,San Isidro,Cosme Beccar 437,-34.4704024,-58.5146186
Carrefour Market,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. Federico Lacroze 3117,-34.5771742,-58.4491362
Carrefour Hipermercado,Buenos Aires,Lomas de Zamora,Las Heras 1163,-34.748074,-58.4112022
Carrefour Express,Buenos Aires,3 de Febrero,Av. Urquiza 4855,-34.5718753,-58.4251993
Carrefour Express,Buenos Aires,La Matanza,Arieta 2850,-34.6762361,-58.5635304
Carrefour Express,Buenos Aires,General Rodríguez,Bernardo de Irigoyen 746,-34.6082587,-58.9535318
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Crisólogo Larralde 3721,-34.5553829,-58.4799942
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,H. Pueyrredón 925,-34.5794479,-58.5040849
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Fray Justo Sta. María de Oro 2121,-34.5832196,-58.4277094
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Aguirre 236,-34.5999237,-58.4336529
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Viamonte 2296,-34.6011753,-58.3996227
Carrefour Hipermercado,Neuquén,Neuquén,Antártida Argentina 3600,-38.9466767,-68.110078
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. Rivadavia 6074,-34.6247234,-58.4513285
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Arévalo 1736,-34.5805369,-58.4400517
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Rosario 85,-34.6183058,-58.4296128
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Martiniano Leguizamón 1576,-34.6532789,-58.5071323
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Murguiondo 4324,-34.6779565,-58.4742472
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Ricardo Balbín 4189,-34.5549417,-58.4905923
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Charcas 4389,-34.5830845,-58.4237773
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Hipólito Yrigoyen 3254,-34.6123376,-58.412546
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Donato Álvarez 837,-34.6164377,-58.4581113
Carrefour Hipermercado,Córdoba,Villa Allende,Av. Río de Janeiro 1787,-31.2956004,-64.2900416
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. Leandro N. Alem 432,-34.6026699,-58.370574
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Maipú 918,-34.5973455,-58.3769985
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Segurola 279,-34.6314074,-58.4854205
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Olazábal 5179,-34.5768195,-58.4867334
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Libertad 1043,-34.6044683,-58.3836799
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Moreno 1902,-34.6127929,-58.3933705
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. Dorrego 851,-34.5914076,-58.4470741
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. Congreso 5241,-34.5705857,-58.4920014
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Suipacha 366,-34.6040652,-58.3795005
Carrefour Hipermercado,Formosa,Formosa,Av. Gustnisky 2040,-26.1852983,-58.1744976
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Sarmiento 3885,-34.6050437,-58.4194543
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Monroe 3576,-34.5652573,-58.4707696
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Av. Rivadavia 3751,-34.610945,-58.4191618
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Cuzco 135,-34.6379781,-58.5277592
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Chilavert 6280,-34.6851793,-58.4746591
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Güemes 4159,-34.5847696,-58.4191215
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Grecia 3595,-34.5465135,-58.4630614
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Arzobispo Espinosa 1187,-34.6334902,-58.3699389
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Sarmiento 345,-34.6042462,-58.3716523
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Teodoro García 2310,-34.5683947,-58.4445594
Carrefour Hipermercado,Buenos Aires,Glew,Av. Hipólito Yrigoyen 20260,-34.8830345,-58.3887627
Carrefour Express,Capital Federal,Ciudad Autónoma de Buenos Aires,Bartolomé Mitre 1751,-34.6078888,-58.3913364
